MonthlyMinutes,TotalRecurringCharge,PercChangeMinutes,UniqueSubs,Handsets,CurrentEquipmentDays,HandsetRefurbished,HandsetWebCapable,RetentionCalls,RetentionOffersAccepted,CreditRating
35.0,30.0,9.0,1,1.0,441.0,0,1,0,0,3
1324.0,85.0,-410.0,2,1.0,333.0,0,1,0,0,3
150.0,50.0,-13.0,1,1.0,333.0,0,1,0,0,1
862.0,70.0,-350.0,2,2.0,256.0,1,1,0,0,2
770.0,50.0,51.0,1,1.0,333.0,0,1,0,0,1
221.0,30.0,-125.0,2,1.0,333.0,0,1,0,0,1
280.0,60.0,127.0,2,1.0,441.0,0,1,0,0,2
756.0,60.0,-67.0,4,4.0,200.0,0,1,0,0,0
445.0,58.0,-292.0,2,3.0,43.0,1,1,1,1,3
768.0,60.0,-63.0,1,1.0,395.0,1,0,0,0,1
181.0,60.0,191.0,1,1.0,441.0,1,1,0,0,1
667.0,70.0,-69.0,2,1.0,441.0,0,1,0,0,1
69.0,10.0,-69.0,1,1.0,395.0,0,1,1,0,1
32.0,5.0,-12.0,3,2.0,208.0,0,1,0,0,1
298.0,40.0,45.0,1,1.0,395.0,0,1,0,0,4
0.0,45.0,0.0,1,1.0,395.0,0,1,0,0,1
507.0,60.0,-154.0,2,1.0,441.0,0,1,0,0,4
545.0,47.0,-91.0,3,1.0,502.0,1,0,0,0,1
842.0,78.0,711.0,4,1.0,395.0,0,1,0,0,1
201.0,10.0,-9.0,4,2.0,171.0,1,1,0,0,0
1180.0,85.0,-400.0,1,6.0,114.0,0,1,0,0,4
1067.0,60.0,-220.0,1,1.0,502.0,0,1,0,0,5
390.0,40.0,54.0,1,1.0,441.0,0,1,0,0,1
81.0,40.0,125.0,2,2.0,9.0,0,1,0,0,2
786.0,45.0,204.0,1,1.0,333.0,0,1,0,0,1
498.0,41.0,-206.0,1,2.0,332.0,0,1,0,0,1
847.0,77.0,-781.0,2,1.0,333.0,0,1,0,0,4
236.0,60.0,56.0,1,1.0,395.0,0,1,0,0,1
568.0,45.0,386.0,1,1.0,395.0,0,1,0,0,4
1841.0,60.0,-305.0,1,3.0,298.0,1,1,0,0,3
538.0,40.0,244.0,3,1.0,333.0,0,1,0,0,1
122.0,40.0,-122.0,1,1.0,395.0,0,1,0,0,1
1215.0,60.0,126.0,2,1.0,333.0,1,0,0,0,3
735.0,60.0,-88.0,1,1.0,333.0,0,1,0,0,3
129.0,10.0,2.0,2,1.0,395.0,0,1,0,0,1
276.0,45.0,-96.0,1,1.0,395.0,0,1,0,0,3
789.0,50.0,-78.0,2,1.0,333.0,0,1,0,0,0
727.0,10.0,-284.0,2,1.0,441.0,0,1,0,0,2
383.0,30.0,-62.0,1,1.0,395.0,0,1,0,0,1
78.0,30.0,-26.0,1,1.0,502.0,0,1,0,0,2
184.0,30.0,-44.0,1,2.0,126.0,0,1,0,0,1
860.0,60.0,215.0,1,3.0,13.0,0,1,0,0,3
222.0,30.0,-26.0,1,1.0,395.0,0,1,0,0,6
176.0,23.0,-1.0,1,1.0,502.0,1,1,0,0,2
640.0,60.0,-516.0,1,1.0,502.0,0,1,0,0,3
515.0,60.0,-20.0,1,1.0,394.0,0,1,0,0,4
19.0,11.0,58.0,1,1.0,333.0,0,1,0,0,6
458.0,50.0,8.0,1,1.0,333.0,0,1,0,0,3
562.0,60.0,-164.0,1,1.0,333.0,0,1,0,0,1
379.0,73.0,-288.0,1,1.0,441.0,0,1,0,0,3
825.0,60.0,498.0,1,1.0,395.0,0,1,0,0,6
535.0,45.0,258.0,1,2.0,247.0,0,1,0,0,1
157.0,59.0,-157.0,1,1.0,441.0,0,1,0,0,6
241.0,70.0,302.0,3,1.0,395.0,0,1,0,0,1
1276.0,55.0,-525.0,2,1.0,333.0,0,1,0,0,2
785.0,60.0,-44.0,1,4.0,316.0,0,1,0,0,1
268.0,40.0,-34.0,1,1.0,395.0,0,1,0,0,1
46.0,30.0,-10.0,2,2.0,502.0,1,0,0,0,2
426.0,10.0,-243.0,2,1.0,333.0,0,1,0,0,2
223.0,30.0,11.0,2,2.0,393.0,0,1,0,0,1
889.0,30.0,-160.0,2,3.0,40.0,1,1,0,0,2
288.0,80.0,-288.0,1,1.0,502.0,0,0,0,0,1
479.0,40.0,361.0,1,1.0,502.0,0,1,0,0,4
888.0,60.0,-341.0,1,3.0,9.0,0,1,0,0,2
1109.0,60.0,-86.0,1,2.0,228.0,0,1,0,0,6
43.0,40.0,51.0,2,2.0,389.0,0,1,0,0,1
765.0,30.0,-15.0,4,1.0,333.0,0,1,0,0,2
1694.0,85.0,-258.0,2,2.0,325.0,0,1,0,0,5
848.0,45.0,-470.0,1,4.0,175.0,1,1,1,1,1
72.0,30.0,56.0,1,1.0,395.0,0,1,0,0,4
474.0,53.0,184.0,1,3.0,2.0,0,1,0,0,3
274.0,40.0,-30.0,1,2.0,103.0,0,1,0,0,4
432.0,36.0,-98.0,1,1.0,502.0,0,1,1,1,3
1542.0,75.0,85.0,1,1.0,502.0,0,1,0,0,4
484.0,10.0,-56.0,2,1.0,395.0,0,1,0,0,1
775.0,45.0,82.0,1,1.0,333.0,0,1,0,0,2
12.0,4.0,-12.0,1,2.0,255.0,1,1,0,0,2
392.0,26.0,-350.0,1,1.0,441.0,0,1,0,0,2
490.0,50.0,72.0,1,1.0,441.0,0,1,0,0,4
136.0,55.0,69.0,2,3.0,323.0,0,1,0,0,4
1182.0,35.0,1054.0,1,2.0,136.0,0,1,0,0,1
381.0,30.0,-30.0,5,2.0,237.0,0,1,0,0,0
331.0,40.0,94.0,1,2.0,6.0,0,1,0,0,1
402.0,70.0,-134.0,2,3.0,331.0,0,1,0,0,1
287.0,70.0,36.0,2,3.0,166.0,1,1,0,0,1
627.0,10.0,-22.0,3,1.0,502.0,0,1,0,0,1
768.0,30.0,-338.0,1,1.0,333.0,0,1,0,0,4
190.0,30.0,-66.0,1,1.0,441.0,0,1,0,0,6
372.0,60.0,-168.0,1,2.0,257.0,0,1,0,0,6
493.0,47.0,84.0,1,1.0,441.0,0,1,0,0,6
944.0,60.0,-309.0,2,2.0,333.0,0,1,0,0,4
168.0,45.0,29.0,4,2.0,47.0,0,1,0,0,2
596.0,30.0,-408.0,1,3.0,89.0,1,1,0,0,4
14.0,20.0,8.0,2,1.0,440.0,0,1,0,0,1
386.0,44.0,-118.0,1,1.0,332.0,0,1,0,0,1
1205.0,60.0,214.0,2,2.0,108.0,0,1,0,0,2
568.0,30.0,40.0,1,1.0,440.0,0,1,0,0,2
447.0,70.0,-256.0,2,1.0,332.0,0,1,0,0,1
524.0,60.0,326.0,1,1.0,332.0,0,1,0,0,3
236.0,40.0,-34.0,2,1.0,394.0,0,0,0,0,0
156.0,30.0,19.0,1,1.0,332.0,0,1,0,0,1
272.0,42.0,56.0,1,2.0,39.0,1,1,1,1,1
358.0,45.0,-131.0,1,2.0,119.0,1,1,0,0,2
480.0,10.0,182.0,2,1.0,440.0,0,1,0,0,1
482.0,60.0,-142.0,1,1.0,332.0,0,1,0,0,6
1486.0,60.0,-260.0,1,2.0,189.0,1,1,0,0,6
280.0,50.0,-249.0,1,1.0,440.0,0,1,0,0,1
253.0,10.0,-125.0,2,1.0,440.0,0,1,0,0,1
2027.0,60.0,200.0,1,2.0,187.0,0,1,0,0,6
38.0,30.0,-32.0,1,1.0,394.0,0,1,0,0,1
765.0,40.0,-38.0,2,1.0,440.0,0,1,0,0,3
1481.0,30.0,-1087.0,1,1.0,394.0,0,1,0,0,4
361.0,37.0,-86.0,1,1.0,501.0,0,1,0,0,6
124.0,10.0,-120.0,2,1.0,332.0,0,1,0,0,2
138.0,60.0,5.0,1,1.0,394.0,0,1,0,0,6
1818.0,71.0,1358.0,1,3.0,124.0,0,1,0,0,4
118.0,58.0,-58.0,1,1.0,440.0,0,1,0,0,4
437.0,45.0,-263.0,1,3.0,127.0,0,1,0,0,4
105.0,60.0,-64.0,2,1.0,440.0,0,1,0,0,0
181.0,40.0,30.0,1,1.0,440.0,0,1,0,0,4
535.0,40.0,-21.0,1,3.0,276.0,1,1,0,0,6
362.0,45.0,52.0,1,1.0,332.0,0,1,0,0,4
76.0,30.0,-19.0,1,1.0,332.0,0,1,0,0,1
414.0,32.0,-387.0,1,3.0,214.0,0,1,0,0,1
524.0,30.0,-22.0,4,1.0,332.0,0,1,0,0,0
1417.0,60.0,-386.0,2,4.0,337.0,0,1,0,0,5
87.0,30.0,-69.0,1,1.0,440.0,0,1,0,0,3
424.0,10.0,-132.0,3,1.0,332.0,0,1,0,0,1
262.0,60.0,-56.0,2,1.0,501.0,0,1,0,0,1
1232.0,63.0,602.0,1,2.0,7.0,1,1,0,0,5
390.0,40.0,-210.0,1,1.0,332.0,0,1,0,0,1
1438.0,60.0,-120.0,1,1.0,394.0,0,1,0,0,6
146.0,10.0,-38.0,3,1.0,394.0,0,1,0,0,2
572.0,45.0,-178.0,1,1.0,501.0,0,1,0,0,3
325.0,60.0,-48.0,1,1.0,332.0,0,1,0,0,4
1136.0,60.0,-140.0,1,4.0,116.0,1,1,0,0,6
445.0,62.0,-20.0,2,1.0,332.0,0,1,0,0,1
1149.0,60.0,449.0,1,2.0,44.0,0,1,0,0,1
2030.0,86.0,1245.0,3,3.0,93.0,0,1,0,0,2
258.0,60.0,72.0,1,1.0,394.0,0,1,0,0,4
551.0,95.0,-47.0,2,1.0,332.0,0,1,0,0,1
147.0,30.0,-43.0,1,2.0,239.0,0,1,0,0,1
6.0,20.0,-4.0,1,1.0,501.0,0,1,0,0,4
240.0,40.0,-49.0,1,1.0,332.0,0,1,0,0,1
0.0,23.0,0.0,1,1.0,501.0,0,1,0,0,2
396.0,45.0,-38.0,2,1.0,394.0,0,1,0,0,0
1460.0,95.0,448.0,1,2.0,35.0,0,1,0,0,1
530.0,40.0,66.0,2,1.0,394.0,0,1,0,0,3
360.0,45.0,-60.0,2,2.0,142.0,1,1,1,1,1
355.0,30.0,-8.0,1,1.0,501.0,0,1,0,0,1
1606.0,85.0,-344.0,1,3.0,81.0,0,1,0,0,4
784.0,45.0,456.0,1,1.0,501.0,0,1,0,0,1
126.0,70.0,49.0,2,1.0,394.0,0,1,0,0,0
1579.0,85.0,-1386.0,1,1.0,394.0,0,1,0,0,4
1098.0,110.0,-305.0,1,2.0,255.0,0,1,0,0,1
1143.0,45.0,343.0,3,2.0,84.0,0,1,0,0,2
310.0,10.0,-41.0,3,1.0,332.0,0,1,0,0,1
1412.0,85.0,295.0,1,1.0,332.0,0,1,0,0,1
26.0,40.0,-24.0,2,1.0,501.0,0,1,0,0,4
259.0,60.0,72.0,4,1.0,440.0,0,1,0,0,0
718.0,52.0,-652.0,2,3.0,221.0,1,1,0,0,1
2636.0,108.0,30.0,2,4.0,36.0,0,1,0,0,4
2219.0,114.0,420.0,1,2.0,284.0,0,1,0,0,1
342.0,40.0,-59.0,1,1.0,332.0,0,1,0,0,6
22.0,60.0,-8.0,2,1.0,394.0,0,1,0,0,1
196.0,45.0,32.0,2,1.0,332.0,0,1,0,0,3
449.0,40.0,-233.0,1,1.0,332.0,0,1,0,0,1
766.0,21.0,-766.0,1,2.0,166.0,0,1,0,0,4
228.0,30.0,-8.0,1,1.0,440.0,0,1,0,0,1
682.0,45.0,-2.0,2,1.0,394.0,0,1,0,0,6
205.0,70.0,42.0,5,1.0,394.0,0,1,0,0,0
134.0,30.0,-82.0,3,1.0,501.0,0,1,0,0,0
2958.0,56.0,-1160.0,3,3.0,13.0,0,0,0,0,2
274.0,30.0,78.0,2,2.0,281.0,0,1,0,0,2
1206.0,52.0,292.0,1,3.0,95.0,0,1,0,0,2
578.0,10.0,-96.0,2,1.0,440.0,0,1,0,0,1
345.0,30.0,-127.0,2,1.0,332.0,0,1,0,0,1
0.0,5.0,0.0,1,2.0,313.0,1,1,0,0,4
305.0,30.0,-95.0,1,1.0,332.0,0,1,0,0,1
97.0,20.0,-19.0,1,1.0,501.0,0,1,0,0,1
175.0,41.0,116.0,1,1.0,394.0,0,1,0,0,1
138.0,30.0,8.0,1,1.0,501.0,0,1,0,0,2
1664.0,95.0,354.0,1,2.0,25.0,0,1,0,0,4
660.0,95.0,-169.0,1,1.0,332.0,0,1,0,0,4
960.0,72.0,-75.0,1,1.0,501.0,0,1,0,0,4
712.0,10.0,-18.0,2,3.0,127.0,1,1,0,0,1
833.0,85.0,-441.0,1,2.0,208.0,0,1,0,0,4
658.0,85.0,587.0,3,1.0,332.0,0,1,0,0,2
83.0,30.0,-51.0,1,1.0,501.0,0,1,0,0,1
1332.0,89.0,432.0,2,1.0,331.0,0,1,0,0,1
78.0,40.0,-78.0,1,1.0,393.0,0,1,0,0,1
606.0,45.0,-165.0,2,4.0,329.0,0,1,0,0,3
424.0,45.0,150.0,1,1.0,500.0,0,1,0,0,2
14.0,22.0,38.0,1,2.0,163.0,1,1,0,0,1
694.0,50.0,157.0,1,2.0,194.0,1,1,1,1,3
131.0,32.0,-80.0,2,1.0,439.0,0,1,0,0,1
180.0,10.0,27.0,2,1.0,439.0,0,1,0,0,1
786.0,48.0,-85.0,2,1.0,393.0,0,0,0,0,1
218.0,60.0,-7.0,2,1.0,393.0,0,1,0,0,1
844.0,45.0,436.0,1,4.0,198.0,0,1,0,0,1
464.0,70.0,-56.0,1,1.0,331.0,0,1,0,0,6
386.0,30.0,-8.0,1,2.0,244.0,0,1,0,0,1
542.0,40.0,206.0,3,3.0,47.0,0,1,0,0,1
1473.0,45.0,46.0,2,3.0,483.0,0,1,1,0,5
441.0,50.0,-92.0,1,2.0,439.0,0,1,0,0,1
209.0,70.0,-31.0,2,2.0,208.0,1,1,0,0,1
1262.0,44.0,-332.0,1,2.0,224.0,0,1,0,0,4
342.0,10.0,-136.0,2,1.0,393.0,0,1,0,0,1
36.0,60.0,-9.0,2,1.0,331.0,1,1,0,0,2
106.0,10.0,-80.0,2,1.0,331.0,0,0,0,0,0
1110.0,6.0,-837.0,2,1.0,393.0,0,1,0,0,1
35.0,31.0,37.0,1,1.0,331.0,0,1,0,0,4
901.0,60.0,-166.0,2,1.0,439.0,0,1,0,0,4
192.0,60.0,-97.0,1,1.0,500.0,0,1,0,0,1
199.0,40.0,-13.0,1,1.0,331.0,0,1,0,0,1
1380.0,10.0,440.0,3,2.0,196.0,0,1,0,0,3
143.0,30.0,-66.0,1,1.0,331.0,0,1,0,0,1
185.0,40.0,48.0,1,2.0,5.0,0,1,0,0,2
1324.0,45.0,-239.0,1,2.0,312.0,0,1,0,0,1
340.0,70.0,50.0,2,2.0,286.0,0,1,0,0,2
17.0,20.0,33.0,1,1.0,331.0,0,0,0,0,1
175.0,40.0,-89.0,1,1.0,331.0,1,1,0,0,4
206.0,35.0,-206.0,1,1.0,393.0,0,1,1,0,1
114.0,85.0,-58.0,3,2.0,3.0,0,1,0,0,2
6115.0,195.0,940.0,1,20.0,44.0,0,1,0,0,4
8.0,20.0,0.0,1,1.0,500.0,0,1,0,0,1
509.0,60.0,89.0,1,2.0,204.0,0,1,0,0,2
1275.0,45.0,-275.0,1,1.0,331.0,0,1,0,0,1
1360.0,30.0,-134.0,1,1.0,393.0,0,1,0,0,1
1049.0,55.0,248.0,1,1.0,393.0,0,1,0,0,6
952.0,33.0,-952.0,1,1.0,500.0,0,1,0,0,4
232.0,30.0,34.0,3,1.0,331.0,0,1,0,0,0
1123.0,85.0,-63.0,1,1.0,393.0,0,1,0,0,4
1341.0,70.0,39.0,1,2.0,75.0,1,1,0,0,4
420.0,50.0,-245.0,1,3.0,5.0,0,1,0,0,4
133.0,37.0,-133.0,1,3.0,85.0,0,1,1,1,4
491.0,60.0,436.0,1,1.0,439.0,0,1,0,0,2
696.0,70.0,-680.0,4,1.0,331.0,0,1,0,0,1
820.0,30.0,-192.0,2,1.0,331.0,0,1,0,0,2
551.0,60.0,-68.0,1,1.0,500.0,0,1,0,0,4
1089.0,96.0,-443.0,1,1.0,393.0,0,1,0,0,2
299.0,36.0,132.0,1,1.0,437.0,0,1,0,0,4
1185.0,85.0,108.0,3,2.0,210.0,1,1,0,0,1
1707.0,28.0,-1707.0,1,2.0,167.0,0,1,0,0,4
580.0,45.0,300.0,2,3.0,219.0,1,1,0,0,3
157.0,45.0,-9.0,1,2.0,346.0,0,1,0,0,1
347.0,60.0,80.0,2,1.0,500.0,0,1,0,0,2
305.0,10.0,190.0,3,2.0,399.0,1,1,0,0,0
90.0,70.0,-48.0,2,1.0,439.0,0,1,0,0,1
215.0,50.0,15.0,1,1.0,439.0,0,1,0,0,2
129.0,70.0,-79.0,1,1.0,500.0,0,1,0,0,1
225.0,45.0,162.0,1,1.0,500.0,0,1,0,0,1
506.0,22.0,-506.0,2,1.0,500.0,0,1,1,0,2
1581.0,85.0,761.0,2,3.0,126.0,1,1,0,0,1
741.0,60.0,188.0,1,2.0,215.0,1,0,0,0,4
167.0,10.0,-96.0,5,1.0,331.0,0,1,0,0,1
845.0,60.0,62.0,3,1.0,393.0,0,1,0,0,2
560.0,67.0,-192.0,2,1.0,393.0,0,1,0,0,1
1096.0,60.0,74.0,2,3.0,41.0,0,1,0,0,3
642.0,28.0,129.0,1,1.0,393.0,0,1,0,0,1
210.0,30.0,114.0,1,1.0,331.0,0,1,0,0,2
416.0,60.0,354.0,1,1.0,393.0,0,1,0,0,3
1574.0,43.0,226.0,2,1.0,439.0,0,1,0,0,1
154.0,51.0,-40.0,3,1.0,500.0,0,1,0,0,2
359.0,60.0,-128.0,1,1.0,393.0,0,1,0,0,5
2310.0,95.0,50.0,1,3.0,94.0,1,1,0,0,2
478.0,40.0,-122.0,1,2.0,126.0,0,1,0,0,2
211.0,30.0,65.0,1,1.0,439.0,0,1,0,0,1
232.0,15.0,-232.0,1,2.0,344.0,1,1,0,0,2
268.0,95.0,-268.0,2,1.0,331.0,0,1,0,0,1
731.0,45.0,-399.0,1,1.0,393.0,0,1,0,0,2
1206.0,60.0,-254.0,2,2.0,151.0,0,1,0,0,2
253.0,50.0,-83.0,1,1.0,500.0,0,1,0,0,2
732.0,50.0,-34.0,1,2.0,315.0,0,1,0,0,4
454.0,30.0,158.0,1,1.0,393.0,0,1,0,0,3
721.0,45.0,210.0,1,2.0,173.0,0,1,0,0,6
60.0,30.0,66.0,1,2.0,68.0,0,1,0,0,1
230.0,40.0,42.0,1,1.0,393.0,0,1,0,0,2
720.0,60.0,194.0,1,1.0,439.0,0,1,0,0,4
116.0,60.0,-15.0,1,1.0,500.0,0,1,0,0,1
693.0,62.0,-320.0,1,1.0,393.0,0,1,0,0,1
134.0,40.0,8.0,1,1.0,439.0,0,1,0,0,2
109.0,40.0,-81.0,2,1.0,500.0,0,1,0,0,1
39.0,10.0,-10.0,2,1.0,331.0,0,1,0,0,1
224.0,40.0,12.0,1,1.0,331.0,1,0,0,0,6
229.0,8.0,-80.0,2,1.0,500.0,0,1,0,0,1
174.0,10.0,22.0,2,1.0,331.0,0,1,0,0,2
1034.0,60.0,-190.0,1,1.0,393.0,0,1,0,0,1
310.0,70.0,305.0,1,2.0,110.0,0,1,0,0,2
344.0,10.0,-98.0,2,1.0,500.0,0,1,0,0,1
336.0,35.0,-336.0,1,2.0,126.0,0,1,0,0,6
144.0,36.0,-144.0,1,1.0,291.0,1,0,0,0,4
209.0,30.0,282.0,1,2.0,303.0,0,1,0,0,2
2014.0,60.0,18.0,1,1.0,331.0,0,1,0,0,2
647.0,60.0,-17.0,1,2.0,331.0,0,1,0,0,1
258.0,10.0,-7.0,2,1.0,331.0,0,1,0,0,1
824.0,45.0,-259.0,1,2.0,235.0,0,1,0,0,1
530.0,40.0,-136.0,1,1.0,331.0,0,1,0,0,4
42.0,60.0,-8.0,1,1.0,439.0,0,1,0,0,2
24.0,30.0,0.0,2,1.0,330.0,0,1,0,0,2
422.0,60.0,-66.0,1,2.0,329.0,0,1,0,0,1
450.0,45.0,-5.0,2,3.0,278.0,0,1,0,0,1
50.0,70.0,-26.0,2,1.0,499.0,0,1,0,0,1
702.0,45.0,319.0,1,1.0,330.0,0,1,0,0,1
292.0,22.0,-55.0,1,1.0,438.0,0,1,0,0,3
246.0,70.0,-20.0,2,1.0,438.0,0,1,0,0,1
106.0,32.0,-6.0,1,1.0,499.0,0,1,0,0,1
600.0,24.0,182.0,2,1.0,438.0,0,1,0,0,2
96.0,30.0,-72.0,1,1.0,392.0,0,1,0,0,1
244.0,40.0,-30.0,1,1.0,392.0,0,1,0,0,1
88.0,10.0,-19.0,2,1.0,438.0,0,1,0,0,1
46.0,40.0,6.0,1,1.0,392.0,0,1,0,0,1
324.0,30.0,31.0,3,3.0,217.0,1,1,0,0,1
186.0,45.0,178.0,1,1.0,499.0,0,1,0,0,1
92.0,45.0,-71.0,3,4.0,185.0,1,1,0,0,2
0.0,10.0,0.0,2,1.0,392.0,0,1,0,0,1
198.0,70.0,-68.0,2,1.0,330.0,0,1,0,0,1
299.0,40.0,-172.0,1,2.0,223.0,1,1,0,0,1
26.0,40.0,-13.0,1,1.0,499.0,0,1,0,0,1
1404.0,45.0,-899.0,1,2.0,170.0,0,1,0,0,4
642.0,45.0,-126.0,5,2.0,391.0,1,1,0,0,4
534.0,40.0,125.0,1,1.0,330.0,0,1,0,0,6
90.0,40.0,-18.0,1,1.0,392.0,0,1,0,0,1
8.0,30.0,-1.0,1,1.0,392.0,0,1,0,0,1
62.0,21.0,-13.0,2,1.0,438.0,0,1,0,0,1
403.0,38.0,83.0,1,1.0,392.0,0,1,0,0,2
540.0,60.0,-68.0,2,1.0,330.0,0,1,0,0,1
362.0,60.0,80.0,1,1.0,392.0,0,1,0,0,2
402.0,17.0,-402.0,1,1.0,499.0,0,1,0,0,4
458.0,30.0,-17.0,4,1.0,438.0,0,1,0,0,0
0.0,10.0,0.0,2,2.0,321.0,0,1,0,0,1
374.0,10.0,153.0,2,1.0,330.0,0,1,0,0,1
716.0,40.0,-6.0,2,2.0,186.0,1,1,0,0,6
85.0,40.0,5.0,2,1.0,392.0,0,1,0,0,1
192.0,30.0,-74.0,1,2.0,206.0,0,1,0,0,1
58.0,40.0,19.0,1,1.0,438.0,0,1,0,0,3
592.0,45.0,202.0,2,3.0,86.0,0,1,0,0,1
307.0,60.0,-100.0,3,2.0,277.0,1,1,0,0,0
303.0,40.0,58.0,1,2.0,180.0,1,1,0,0,3
295.0,23.0,-32.0,2,1.0,499.0,0,1,0,0,1
1243.0,10.0,379.0,5,4.0,216.0,0,1,0,0,1
558.0,10.0,-63.0,2,1.0,438.0,0,1,0,0,1
586.0,30.0,-142.0,1,1.0,330.0,0,1,0,0,4
438.0,45.0,29.0,2,2.0,100.0,0,1,0,0,1
640.0,30.0,-432.0,1,2.0,498.0,0,1,0,0,3
187.0,28.0,-83.0,1,1.0,330.0,0,1,0,0,3
632.0,52.0,-420.0,1,3.0,295.0,0,1,1,0,3
378.0,85.0,-75.0,2,1.0,330.0,0,1,0,0,2
283.0,70.0,-174.0,2,2.0,325.0,0,1,0,0,3
266.0,70.0,-156.0,2,2.0,158.0,1,1,0,0,2
911.0,30.0,-317.0,1,1.0,499.0,0,1,0,0,1
221.0,30.0,-46.0,1,1.0,392.0,0,1,0,0,6
564.0,45.0,-199.0,1,1.0,499.0,0,1,0,0,2
426.0,26.0,-362.0,1,1.0,330.0,0,1,0,0,1
0.0,18.0,0.0,1,1.0,499.0,0,1,0,0,1
925.0,50.0,119.0,2,1.0,392.0,0,1,0,0,2
94.0,40.0,-94.0,1,2.0,330.0,0,1,0,0,1
166.0,40.0,-42.0,3,1.0,438.0,0,1,0,0,2
419.0,40.0,454.0,1,3.0,116.0,0,1,0,0,1
762.0,85.0,-49.0,2,1.0,392.0,0,1,0,0,1
1636.0,71.0,281.0,1,4.0,105.0,0,1,0,0,4
558.0,60.0,-86.0,2,1.0,330.0,0,1,0,0,1
343.0,45.0,-36.0,2,1.0,392.0,0,1,1,1,1
648.0,55.0,124.0,2,4.0,23.0,0,1,0,0,3
282.0,37.0,108.0,1,1.0,438.0,0,1,0,0,1
399.0,30.0,259.0,1,1.0,392.0,0,1,0,0,2
320.0,45.0,-288.0,2,1.0,437.0,0,1,0,0,2
220.0,55.0,-16.0,1,1.0,329.0,0,1,0,0,6
237.0,30.0,-171.0,2,1.0,391.0,0,1,0,0,0
1082.0,32.0,218.0,2,1.0,437.0,0,1,0,0,1
220.0,40.0,147.0,3,1.0,498.0,0,1,0,0,1
56.0,30.0,-21.0,1,1.0,498.0,0,1,0,0,1
1225.0,47.0,-77.0,1,1.0,329.0,0,1,0,0,1
55.0,70.0,17.0,2,1.0,391.0,0,1,0,0,1
70.0,30.0,-3.0,2,1.0,391.0,0,1,0,0,1
813.0,45.0,-60.0,1,1.0,391.0,0,1,0,0,1
273.0,40.0,14.0,1,1.0,329.0,0,1,0,0,1
382.0,70.0,-62.0,1,1.0,498.0,0,1,0,0,1
312.0,30.0,104.0,1,2.0,134.0,0,0,0,0,5
0.0,10.0,0.0,2,3.0,156.0,1,1,0,0,1
394.0,70.0,772.0,1,3.0,205.0,1,1,0,0,1
490.0,7.0,93.0,2,1.0,437.0,0,1,0,0,5
290.0,40.0,-58.0,1,1.0,437.0,0,1,0,0,1
279.0,35.0,285.0,1,2.0,275.0,1,1,0,0,3
1248.0,66.0,629.0,2,2.0,97.0,0,1,0,0,1
202.0,10.0,263.0,2,2.0,329.0,0,1,0,0,1
325.0,45.0,66.0,2,1.0,437.0,0,1,0,0,1
67.0,40.0,3.0,2,1.0,498.0,1,0,0,0,1
980.0,60.0,280.0,1,3.0,53.0,0,1,0,0,3
73.0,30.0,73.0,2,1.0,437.0,0,0,1,0,2
19.0,30.0,-14.0,2,1.0,329.0,0,1,0,0,1
0.0,5.0,0.0,1,1.0,391.0,0,1,0,0,4
501.0,60.0,-123.0,1,2.0,324.0,0,1,0,0,1
32.0,30.0,-12.0,3,1.0,498.0,0,1,0,0,1
137.0,30.0,25.0,1,1.0,329.0,0,1,0,0,1
785.0,40.0,-99.0,1,2.0,218.0,0,1,0,0,4
1192.0,83.0,-504.0,2,4.0,47.0,0,1,0,0,4
1009.0,60.0,-347.0,2,2.0,195.0,0,1,0,0,1
1323.0,49.0,-162.0,3,2.0,149.0,0,1,0,0,1
719.0,30.0,-93.0,2,1.0,437.0,0,0,0,0,0
268.0,60.0,-64.0,1,1.0,391.0,0,1,0,0,6
572.0,45.0,34.0,1,2.0,436.0,0,1,0,0,1
971.0,45.0,174.0,1,2.0,218.0,0,1,0,0,2
584.0,70.0,-249.0,3,2.0,152.0,0,1,0,0,1
408.0,30.0,-142.0,1,4.0,108.0,1,1,0,0,1
1180.0,60.0,-45.0,3,2.0,96.0,0,1,0,0,1
491.0,10.0,-21.0,2,2.0,193.0,0,1,0,0,1
580.0,62.0,12.0,1,1.0,437.0,0,1,0,0,1
1659.0,85.0,-151.0,1,2.0,200.0,0,1,1,1,3
219.0,30.0,-103.0,1,1.0,437.0,0,1,0,0,6
316.0,60.0,70.0,2,1.0,498.0,0,1,0,0,2
342.0,50.0,176.0,3,1.0,329.0,0,1,0,0,2
896.0,60.0,-320.0,1,1.0,329.0,0,1,0,0,1
774.0,60.0,-194.0,1,2.0,218.0,0,1,0,0,1
174.0,30.0,-1.0,1,2.0,274.0,1,1,0,0,2
144.0,30.0,-101.0,1,1.0,437.0,0,1,0,0,6
639.0,70.0,-42.0,2,1.0,391.0,0,1,0,0,0
1142.0,50.0,-44.0,1,3.0,332.0,0,1,0,0,1
232.0,30.0,-63.0,1,3.0,95.0,1,1,0,0,1
284.0,60.0,-50.0,2,1.0,329.0,0,1,0,0,2
757.0,42.0,717.0,1,3.0,23.0,0,1,0,0,4
130.0,40.0,49.0,1,1.0,329.0,0,1,0,0,2
0.0,30.0,0.0,1,1.0,497.0,0,1,0,0,4
1120.0,60.0,-412.0,3,2.0,305.0,0,1,0,0,1
